text_cli,gref_cli,grf_cli,ft_cli,grs_cli,ssr_cli,text_ari,gref_ari,grf_ari,ft_ari,grs_ari,ssr_ari,text_lwf,gref_lwf,grf_lwf,ft_lwf,grs_lwf,ssr_lwf,text_MATTR,gref_MATTR,grf_MATTR,ft_MATTR,grs_MATTR,ssr_MATTR,text_MTLD,gref_MTLD,grf_MTLD,ft_MTLD,grs_MTLD,ssr_MTLD,text_HDD,gref_HDD,grf_HDD,ft_HDD,grs_HDD,ssr_HDD,text_entropy,gref_entropy,grf_entropy,ft_entropy,grs_entropy,ssr_entropy,text_sent,gref_sent,grf_sent,ft_sent,grs_sent,ssr_sent,text_word,gref_word,grf_word,ft_word,grs_word,ssr_word,text_char,gref_char,grf_char,ft_char,grs_char,ssr_char,text_sdensity,gref_sdensity,grf_sdensity,ft_sdensity,grs_sdensity,ssr_sdensity,text_wdensity,gref_wdensity,grf_wdensity,ft_wdensity,grs_wdensity,ssr_wdensity
16.33,19.58,19.23,21.47,19.23,17.89,599.5,167.0,63.3,24.5,63.3,60.7,72.0,78.0,79.0,21.5,79.0,77.0,99.13644214162335,99.74193548387098,99.61904761904762,97.3913043478261,99.61904761904762,99.23076923076923,99.66753352835316,189.34091098358914,166.334,51.03,166.334,47.85692995529061,98.03721357906521,98.52078333715542,99.05808072773723,96.2792022792017,99.05808072773723,97.1491848114157,4.263160444889326,4.250325331135739,4.271798679987832,4.208492405759425,4.271798679987832,4.236390357349641,33,16,6,3,6,7,1352,363,123,33,123,121,6789,1984,688,186,688,646,2.440828402366864,4.40771349862259,4.878048780487805,9.090909090909092,4.878048780487805,5.785123966942149,19.914567683016646,18.296370967741936,17.87790697674419,17.741935483870968,17.87790697674419,18.730650154798763
12.85,16.16,15.34,16.32,15.34,20.44,166.3,140.2,64.6,35.5,64.6,60.3,53.0,69.0,71.0,45.5,71.0,84.0,99.44444444444446,99.84790874524717,99.65217391304347,99.27272727272725,99.65217391304347,98.77551020408161,125.06202604092147,228.3913881748072,136.72689655172414,69.61999999999999,136.72689655172414,112.04307692307694,98.61023373982579,99.07502933160659,98.84227574948893,97.20365549120996,98.84227574948893,98.25081475734882,4.29406996516879,4.2250859043726985,4.146953201078272,4.148353111979684,4.146953201078272,4.197099448044097,16,16,4,2,4,6,378,310,132,68,132,115,1684,1529,662,344,662,661,4.232804232804233,5.161290322580645,3.0303030303030303,2.941176470588235,3.0303030303030303,5.217391304347826,22.446555819477435,20.27468933943754,19.939577039274926,19.767441860465116,19.939577039274926,17.39788199697428
12.39,18.07,18.88,20.32,18.88,16.27,1829.2,126.1,61.4,31.2,61.4,56.4,61.0,82.0,85.0,35.5,85.0,76.0,98.50013939225019,99.82978723404256,99.6153846153846,99.48717948717947,99.6153846153846,98.75000000000001,72.8867802585194,202.64063839791996,155.52000000000004,103.54400000000003,155.52000000000004,70.20710059171599,96.51527440413685,98.69879970351192,98.52037894314692,98.68730248764395,98.52037894314692,97.48249085638628,4.195184973674895,4.155531524268853,4.173385911253877,4.237768631104212,4.173385911253877,4.303711731740855,162,10,4,2,4,5,4158,268,118,52,118,113,18351,1424,662,284,662,581,3.896103896103896,3.731343283582089,3.389830508474576,3.8461538461538463,3.389830508474576,4.424778761061947,22.658165767533102,18.820224719101123,17.82477341389728,18.30985915492958,17.82477341389728,19.44922547332186
14.24,19.41,18.41,17.36,18.41,18.18,459.8,137.7,62.6,26.8,62.6,58.9,67.0,73.0,74.0,30.5,74.0,76.0,98.84792626728101,99.52755905511812,99.05660377358491,98.7878787878788,99.05660377358491,99.39999999999999,73.63464984030537,155.5407876678089,147.30434782608697,127.77333333333341,147.30434782608697,82.15126050420167,97.6500979279807,98.4891415620931,98.72456982764126,98.8245388245383,98.72456982764126,97.91293300792474,4.327422241127908,4.336650346289383,4.298985831478865,4.357534644252501,4.298985831478865,4.2672098559184795,46,13,5,2,5,6,1036,291,123,49,123,115,4880,1609,673,236,673,626,4.440154440154441,4.4673539518900345,4.0650406504065035,4.081632653061225,4.0650406504065035,5.217391304347826,21.229508196721312,18.085767557489124,18.27637444279346,20.76271186440678,18.27637444279346,18.370607028753994
11.98,19.06,16.5,21.31,16.5,28.68,1749.2,253.0,66.2,32.9,66.2,51.8,71.0,67.0,69.0,41.0,69.0,58.5,98.76736111111154,99.58677685950414,99.3162393162393,99.0,99.3162393162393,98.52941176470588,59.87533224515005,258.93035177689285,157.67230769230773,55.88000000000001,157.67230769230773,40.656660365784965,97.80234881622688,98.82046075402445,98.33029936718877,97.73408667339623,98.33029936718877,94.83517901955592,4.2848743029389,4.295309596155071,4.217091407670156,4.282193245290845,4.217091407670156,4.247134729905535,174,26,7,3,7,5,4113,557,137,58,137,84,17490,3016,696,302,696,569,4.230488694383661,4.66786355475763,5.109489051094891,5.172413793103448,5.109489051094891,5.952380952380952,23.51629502572899,18.46816976127321,19.68390804597701,19.205298013245034,19.68390804597701,14.762741652021088
13.78,21.2,18.88,16.37,18.88,15.75,2499.3,110.2,60.9,27.0,60.9,62.5,67.0,78.0,80.0,29.0,80.0,76.0,98.64379414732656,99.48979591836735,99.60784313725489,100.0,99.60784313725489,99.44954128440367,87.0630586890485,144.25669565576862,131.0866666666667,127.77333333333341,131.0866666666667,113.0,97.33766887349037,98.69317990765067,98.65491492298095,99.09909909909854,98.65491492298095,98.55636351211652,4.279131647697967,4.282136834180921,4.26897248224352,4.458052289366982,4.26897248224352,4.307890755224287,153,9,4,1,4,6,5492,225,118,44,118,129,26150,1312,656,241,656,646,2.7858703568827385,4.0,3.389830508474576,2.272727272727273,3.389830508474576,4.651162790697675,21.0019120458891,17.14939024390244,17.98780487804878,18.25726141078838,17.98780487804878,19.96904024767802
17.26,18.19,16.79,21.95,16.79,21.6,956.7,158.6,67.2,37.6,67.2,65.1,68.0,76.0,77.0,49.0,77.0,82.0,99.01221455124785,99.13333333333334,98.82352941176468,99.6,98.82352941176468,100.0,86.16376743796344,159.0462051204363,132.37875000000003,81.64799999999998,132.37875000000003,54.629975191457234,97.85457213686234,98.61554288781534,98.55624710784747,98.0833262187329,98.55624710784747,97.87358761722587,4.252186398854414,4.190284166272869,4.1757622318051695,4.215941925124539,4.1757622318051695,4.233152875272076,73,13,5,3,5,5,2150,334,134,65,134,121,11137,1810,709,368,709,732,3.395348837209302,3.8922155688622757,3.731343283582089,4.615384615384616,3.731343283582089,4.132231404958678,19.305019305019304,18.45303867403315,18.899858956276447,17.66304347826087,18.899858956276447,16.530054644808743
15.11,20.68,18.41,21.99,18.41,20.21,770.9,146.4,55.8,24.2,55.8,52.4,62.0,71.0,74.0,22.0,74.0,80.5,99.31575196008545,98.88888888888893,99.78494623655914,100.0,99.78494623655914,98.55421686746988,97.92454441913439,194.03174471869218,188.17999999999998,174.9999999999999,188.17999999999998,70.76865671641792,98.47395359751414,99.12559937388917,99.39862542955228,99.33333333333417,99.39862542955228,97.11524242164383,4.4552311948255685,4.283812292772989,4.290770624057092,4.380241565883945,4.290770624057092,4.227236681091724,70,10,3,2,3,6,1821,312,111,31,111,102,8557,1768,591,176,591,560,3.844041735310269,3.205128205128205,2.7027027027027026,6.451612903225806,2.7027027027027026,5.88235294117647,21.280822718242376,17.647058823529413,18.781725888324875,17.613636363636363,18.781725888324875,18.21428571428571
14.24,19.06,17.08,19.16,17.08,17.6,2135.6,144.8,65.5,33.9,65.5,60.9,66.0,71.0,72.0,44.0,72.0,77.0,99.00308568715927,99.18819188191884,99.4782608695652,100.0,99.4782608695652,98.66666666666666,76.38228549814448,174.43371404774052,136.72689655172414,58.24,136.72689655172414,42.33408748114631,97.788186616025,98.40706412438901,98.477669013382,97.89743589743654,98.477669013382,96.15189015336863,4.261151303489335,4.172969815135167,4.165400069179106,4.126936736925863,4.165400069179106,4.126760717154638,183,12,5,3,5,5,4758,303,130,57,130,120,22668,1681,692,324,692,644,3.8461538461538463,3.9603960396039604,3.8461538461538463,5.263157894736842,3.8461538461538463,4.166666666666666,20.98994176813129,18.02498512790006,18.786127167630056,17.59259259259259,18.786127167630056,18.633540372670808
12.68,18.36,17.31,20.38,17.31,16.44,1082.2,139.8,62.7,41.3,62.7,64.8,65.0,71.0,72.0,52.5,72.0,73.0,98.23725583611211,99.46564885496184,100.0,100.0,100.0,100.0,58.20434977688613,238.17573221757323,155.44869565217394,78.86666666666669,155.44869565217394,65.9882459312839,96.28610710541909,99.13150737527988,98.8816143383013,98.1958229942127,98.8816143383013,96.38928848666099,4.241026204720294,4.228427581926604,4.2604136094889,4.190366504079957,4.2604136094889,4.26873095300427,75,13,5,3,5,6,2327,294,125,69,125,127,10839,1594,663,417,663,676,3.223033949290933,4.421768707482993,4.0,4.3478260869565215,4.0,4.724409448818897,21.468770181751083,18.444165621079048,18.85369532428356,16.546762589928058,18.85369532428356,18.786982248520708
17.43,18.71,19.23,21.02,19.23,14.99,199.7,135.7,56.0,32.3,56.0,59.0,64.0,72.0,75.5,40.0,75.5,70.0,98.65591397849467,98.8888888888889,98.47826086956522,99.0,98.47826086956522,99.21568627450979,61.59935779363299,146.84582850787461,129.024,60.231111111111105,129.024,48.766970991307645,97.76201508529373,98.66607269916899,98.57901693186577,97.70462096043633,98.57901693186577,97.29613862821057,4.283188655337764,4.24433860198186,4.256088923845739,4.284365737351043,4.256088923845739,4.24673423644612,20,10,3,4,3,6,436,290,110,54,110,124,2268,1563,599,296,599,599,4.587155963302752,3.4482758620689653,2.727272727272727,7.4074074074074066,2.727272727272727,4.838709677419355,19.223985890652557,18.55406269993602,18.363939899833053,18.243243243243242,18.363939899833053,20.70116861435726
15.11,19.99,23.75,21.71,23.75,18.41,786.5,149.2,62.5,33.2,62.5,62.3,66.0,85.0,91.0,45.0,91.0,79.0,99.00129701686102,99.49640287769785,98.97959183673468,97.14285714285712,98.97959183673468,98.86792452830188,82.6490827890895,156.98813526016994,153.3221052631579,32.453736654804274,153.3221052631579,52.63745704467354,98.04952032436809,98.94469190167014,98.74744089055082,95.37622359665063,98.74744089055082,96.35226923642753,4.24375050638835,4.177022223160027,4.2335845148068065,4.218253520541585,4.2335845148068065,4.147172956695049,70,16,6,3,6,8,1795,318,114,53,114,126,8599,1775,713,309,713,671,3.8997214484679668,5.031446540880504,5.263157894736842,5.660377358490567,5.263157894736842,6.349206349206349,20.874520293057333,17.91549295774648,15.988779803646564,17.15210355987055,15.988779803646564,18.7779433681073
15.23,18.36,17.43,20.21,17.43,20.91,620.3,180.8,61.0,36.1,61.0,57.6,69.0,69.0,71.0,48.5,71.0,79.5,99.26910299003315,99.24418604651166,99.04761904761902,100.0,99.04761904761902,100.0,97.01671904532785,167.46846846846847,133.06720000000004,84.70000000000003,133.06720000000004,73.68812219828841,97.78055676581646,98.63232546341509,98.4433118932314,98.39908519153836,98.4433118932314,97.67243763556291,4.252776104758742,4.297454190953271,4.279610343654648,4.186071728696643,4.279610343654648,4.259749204540524,41,15,5,3,5,5,1367,387,125,59,125,107,6742,2088,646,351,646,629,2.9992684711046085,3.875968992248062,4.0,5.084745762711865,4.0,4.672897196261682,20.27588252743993,18.53448275862069,19.34984520123839,16.80911680911681,19.34984520123839,17.011128775834656
14.01,22.42,21.55,30.24,21.55,24.1,1689.0,133.8,58.4,41.1,58.4,45.4,65.0,75.0,78.0,42.0,78.0,59.5,98.55436447166956,98.93004115226341,98.92473118279568,96.09756097560972,98.92473118279568,100.0,64.83641152576796,163.34311421491827,146.36222222222221,94.50000000000003,146.36222222222221,50.00390782235341,97.29025442228412,98.63529121347531,98.81742526117571,98.59995301855645,98.81742526117571,95.71140302483772,4.382611541626889,4.252859049082158,4.294145405225299,4.34517772795204,4.294145405225299,4.204984111883539,242,10,4,4,4,3,3964,285,113,54,113,77,18214,1666,646,386,646,474,6.104944500504541,3.508771929824561,3.5398230088495577,7.4074074074074066,3.5398230088495577,3.896103896103896,21.76347864280224,17.106842737094837,17.492260061919502,13.989637305699482,17.492260061919502,16.244725738396625
14.88,18.07,20.15,19.57,20.15,16.67,349.1,134.2,56.7,33.2,56.7,62.7,58.0,83.0,84.5,39.5,84.5,73.0,99.06020558002939,99.43319838056681,99.12087912087911,99.11111111111111,99.12087912087911,99.27272727272725,80.43661416265871,159.23304632225336,126.35000000000002,84.03500000000003,126.35000000000002,69.3432319062521,97.69495453455826,98.66912295559248,98.51266641225685,97.70494691863917,98.51266641225685,96.95821112215897,4.205687797492063,4.234649410817256,4.236799894185746,4.2953192812692835,4.236799894185746,4.113501257470158,27,14,5,2,5,5,759,289,109,57,109,126,3741,1523,613,313,613,656,3.557312252964427,4.844290657439446,4.587155963302752,3.508771929824561,4.587155963302752,3.968253968253968,20.288692862870892,18.975705843729482,17.781402936378466,18.210862619808307,17.781402936378466,19.20731707317073
15.98,19.35,17.08,23.85,17.08,19.34,290.7,166.1,64.0,25.0,64.0,58.6,64.0,74.0,75.0,23.5,75.0,80.0,99.18669131238448,99.16129032258067,99.45454545454545,99.04761904761905,99.45454545454545,99.58762886597937,82.81090633579497,164.81406358285588,158.21217391304353,58.33333333333334,158.21217391304353,80.17916041979011,97.35057072413944,98.42127381367739,98.81204228199796,98.0000000000007,98.81204228199796,98.20327364106546,4.368546673973353,4.253631040500973,4.334404378563736,4.259599440991377,4.334404378563736,4.343362666393387,23,15,4,1,4,5,650,353,127,29,127,118,3224,1957,675,180,675,634,3.5384615384615383,4.2492917847025495,3.149606299212598,3.4482758620689653,3.149606299212598,4.23728813559322,20.161290322580644,18.037812979049566,18.814814814814813,16.11111111111111,18.814814814814813,18.61198738170347
14.71,20.62,18.94,26.99,18.94,23.63,1522.4,127.2,64.1,39.6,64.1,63.6,67.0,72.0,74.0,46.0,74.0,89.0,98.53944195659666,99.5689655172414,99.62962962962962,100.0,99.62962962962962,99.6,74.5875,194.34403080872914,135.0892307692308,140.00000000000003,135.0892307692308,50.71212185139868,97.85801600848657,98.69090687076006,98.57905325795464,99.18367346938682,98.57905325795464,97.60315528543502,4.368508506913301,4.250460677295039,4.24938933785668,4.184889848107999,4.24938933785668,4.259261322631868,120,13,7,3,7,5,3523,264,126,58,126,121,16655,1516,696,382,696,729,3.4061879080329267,4.924242424242424,5.555555555555555,5.172413793103448,5.555555555555555,4.132231404958678,21.152806964875413,17.41424802110818,18.103448275862068,15.18324607329843,18.103448275862068,16.598079561042525
18.36,20.62,18.76,21.43,18.76,23.4,1645.7,111.2,60.0,44.7,60.0,57.8,75.0,80.0,83.0,60.0,83.0,82.0,99.06015037594005,99.40298507462687,99.20792079207921,99.69696969696969,99.20792079207921,100.0,85.97621295722561,133.1853542418219,110.25,57.79896955946304,110.25,88.80324909747293,98.109983705351,98.24223201263463,98.00346696106912,96.44657768717921,98.00346696106912,97.60570775210809,4.329173466323927,4.220209305414435,4.2524798959797,4.073151493989306,4.2524798959797,4.200358898283138,164,12,7,5,7,4,3762,231,120,78,120,105,19912,1313,646,463,646,645,4.359383306751727,5.194805194805195,5.833333333333333,6.41025641025641,5.833333333333333,3.8095238095238098,18.893129770992367,17.593297791317593,18.575851393188856,16.846652267818573,18.575851393188856,16.27906976744186
15.17,17.9,17.37,20.61,17.37,18.41,281.7,114.7,57.5,40.1,57.5,57.1,64.0,71.0,74.0,46.5,74.0,78.0,99.45454545454547,98.77358490566039,97.95918367346937,98.59649122807018,97.95918367346937,99.79166666666667,112.48743394610216,192.24633431085044,182.07000000000002,52.335227272727266,182.07000000000002,100.0,98.19704600761999,98.68165104515624,98.8639231270099,97.32793289525524,98.8639231270099,97.87901049204453,4.239648725872834,4.1970947633966595,4.265321952122831,4.394321861081022,4.265321952122831,4.292114429977865,27,12,6,4,6,6,607,251,119,68,119,111,3024,1291,606,402,606,606,4.448105436573312,4.780876494023905,5.042016806722689,5.88235294117647,5.042016806722689,5.405405405405405,20.072751322751323,19.44229279628195,19.636963696369637,16.91542288557214,19.636963696369637,18.316831683168317
13.66,20.16,19.98,20.79,19.98,18.59,2248.8,152.4,64.5,30.5,64.5,61.1,63.0,74.0,77.0,31.5,77.0,83.0,98.49134948096939,99.4366197183099,99.44444444444444,98.3783783783784,99.44444444444444,99.03846153846155,65.53905539902033,175.57311841934228,152.7095652173913,117.67000000000004,152.7095652173913,69.41182712714644,97.61954088056991,98.855665266557,99.01045540954037,98.79924953095652,99.01045540954037,97.38325346551565,4.295072407805191,4.209938430355792,4.229808942920604,4.190992492790855,4.229808942920604,4.22965979528957,198,15,6,2,6,3,5163,326,126,47,126,117,23566,1823,711,274,711,655,3.834979662986636,4.601226993865031,4.761904761904762,4.25531914893617,4.761904761904762,2.564102564102564,21.908681999490792,17.882611080636313,17.72151898734177,17.153284671532848,17.72151898734177,17.862595419847327
15.23,18.54,19.81,15.26,19.81,21.4,2227.9,134.6,64.4,19.3,64.4,20.5,71.0,82.0,82.0,22.5,82.0,19.5,98.63395863395911,99.83999999999999,99.62962962962962,100.0,99.62962962962962,95.71428571428572,53.7261712584053,269.619104477612,250.88000000000002,58.33333333333334,250.88000000000002,30.240000000000013,97.04185963947609,99.22366943292195,99.36348716165516,98.00000000000071,99.36348716165516,95.01633986928123,4.380788498064279,4.292246977113365,4.253043038722679,4.282904935904704,4.253043038722679,4.061155481755417,159,9,3,2,3,2,5173,291,128,31,128,23,24841,1545,709,156,709,126,3.073651652812681,3.0927835051546393,2.34375,6.451612903225806,2.34375,8.695652173913043,20.824443460408197,18.83495145631068,18.053596614950635,19.871794871794872,18.053596614950635,18.253968253968253
15.35,19.23,18.18,21.42,18.18,15.98,796.5,209.6,63.5,25.3,63.5,54.7,76.0,72.0,74.0,27.0,74.0,73.5,98.88040712468177,99.54545454545456,99.44954128440368,98.46153846153847,99.44954128440368,99.78947368421053,67.17669871094603,182.9157175398633,148.9716666666667,26.120370370370367,148.9716666666667,44.68856920684293,97.09051956989317,98.77995289106252,98.78934473275733,94.72541507024286,98.78934473275733,97.0318927814475,4.205210201208218,4.28835095143352,4.2596334893492696,4.119379767411076,4.2596334893492696,4.150069493011378,63,14,5,1,5,4,1793,454,128,35,128,112,8727,2491,683,202,683,560,3.5136642498605686,3.0837004405286343,3.90625,2.857142857142857,3.90625,3.571428571428571,20.545433711470153,18.225612203934162,18.740849194729137,17.326732673267326,18.740849194729137,20.0
12.27,17.55,17.54,21.54,17.54,18.36,280.4,184.9,62.6,39.1,62.6,61.0,63.0,74.0,74.0,48.0,74.0,77.0,99.08925318761385,99.77207977207976,99.62264150943396,100.0,99.62264150943396,98.252427184466,116.75759994447529,195.94732869644972,141.1666666666667,64.98000000000002,141.1666666666667,48.0630081300813,98.49537512781575,99.07188324312402,98.94076666519659,98.00865800865965,98.94076666519659,96.77036787421041,4.2266124215701595,4.255108257922075,4.303172068942163,4.252178726531098,4.303172068942163,4.182224072708225,23,16,4,4,4,5,616,414,128,69,128,116,2761,2108,666,387,666,652,3.7337662337662336,3.864734299516908,3.125,5.797101449275362,3.125,4.310344827586207,22.31075697211155,19.639468690702085,19.21921921921922,17.829457364341085,19.21921921921922,17.791411042944784
14.71,18.48,17.14,22.1,17.14,15.63,887.7,161.1,55.4,22.0,55.4,62.5,65.0,73.0,76.0,18.5,76.0,72.0,98.88955944477955,99.40199335548175,99.36170212765957,100.0,99.36170212765957,99.27927927927927,77.10698197397463,178.40789205998607,149.3955555555556,33.69333333333333,149.3955555555556,53.37715105162524,98.31794471413252,98.52167021169649,98.48593061634827,95.52803577571356,98.48593061634827,96.77934502239594,4.394056651460962,4.243559843148166,4.198883471215728,4.246048038846051,4.198883471215728,4.21783980024382,63,16,6,1,6,5,1995,350,113,25,113,131,9638,1862,578,137,578,645,3.1578947368421053,4.571428571428571,5.3097345132743365,4.0,5.3097345132743365,3.816793893129771,20.69931521062461,18.796992481203006,19.55017301038062,18.248175182481752,19.55017301038062,20.310077519379846
14.24,19.75,18.41,18.69,18.41,17.54,1913.3,124.0,61.1,23.6,61.1,58.4,55.0,78.0,81.0,26.5,81.0,80.0,98.67280606717266,99.3777777777778,99.80582524271846,100.0,99.80582524271846,99.6,50.78524284989,236.8303225806452,152.65333333333334,134.5399999999999,152.65333333333334,84.1829268292683,96.80085529719834,98.72788100642686,98.81992651466743,99.13978494623818,98.81992651466743,97.35698999983829,4.346001173364851,4.297993767355383,4.238631531977178,4.092104415086486,4.238631531977178,4.22970520568547,160,16,7,2,7,6,4270,259,118,36,118,115,20441,1449,654,194,654,614,3.747072599531616,6.177606177606178,5.932203389830509,5.555555555555555,5.932203389830509,5.217391304347826,20.889388973142214,17.874396135265698,18.04281345565749,18.556701030927837,18.04281345565749,18.729641693811075
14.88,18.94,18.99,19.28,18.99,18.76,2237.1,132.7,63.0,38.3,63.0,56.0,69.0,72.0,73.0,47.5,73.0,75.0,98.67227676484406,99.02439024390245,98.13084112149531,99.27272727272725,98.13084112149531,98.021978021978,63.077855207123505,106.29348864179002,73.76167471819647,46.381178707224336,73.76167471819647,39.583333333333336,97.25195487345414,97.92059690556174,96.95016772441615,96.12898805645635,96.95016772441615,95.48020306825372,4.413423077176177,4.256873891252392,4.219471722327468,4.330202512229364,4.219471722327468,4.2625577725163,180,13,6,3,6,5,5135,274,120,66,120,118,24666,1527,681,378,681,600,3.5053554040895816,4.744525547445255,5.0,4.545454545454546,5.0,4.23728813559322,20.81813021973567,17.94368041912246,17.62114537444934,17.46031746031746,17.62114537444934,19.666666666666664
15.29,20.86,20.85,29.08,20.85,23.69,922.8,123.4,66.6,44.3,66.6,59.4,64.0,69.0,72.0,51.5,72.0,83.0,99.48209366391174,99.46428571428572,99.63963963963963,94.61538461538461,99.63963963963963,99.78260869565217,100.27250714304088,238.6150819672131,185.15,44.97637795275591,185.15,90.73684210526316,97.77580282962846,98.84877502511345,98.95059915108776,94.03201620182935,98.95059915108776,97.61265154097666,4.243333058187832,4.204147810345949,4.228467110838504,4.151977048990614,4.228467110838504,4.240283243076068,57,11,6,4,6,6,2003,256,127,60,127,105,10046,1474,745,451,745,670,2.845731402895656,4.296875,4.724409448818897,6.666666666666667,4.724409448818897,5.714285714285714,19.9382838940872,17.367706919945725,17.04697986577181,13.303769401330376,17.04697986577181,15.671641791044777
14.77,20.1,20.79,18.06,20.79,18.24,2281.0,188.8,60.2,39.0,60.2,56.3,71.0,76.0,79.0,50.0,79.0,75.5,98.41848067525613,99.66386554621852,100.0,98.33333333333331,100.0,97.68421052631578,63.73932151996753,217.4093155977048,208.08000000000007,30.29787234042553,208.08000000000007,92.5880829015544,96.41313513861985,98.68007441917649,99.01128960435416,95.70043827067093,99.01128960435416,97.3166956978295,4.258652421153857,4.271662817800761,4.304346022138201,4.179437856458662,4.304346022138201,4.333800335137278,167,12,5,3,5,5,5021,408,116,70,116,107,24589,2283,663,386,663,594,3.32603067118104,2.941176470588235,4.310344827586207,4.285714285714286,4.310344827586207,4.672897196261682,20.419699865793646,17.871222076215506,17.49622926093514,18.134715025906736,17.49622926093514,18.013468013468014
15.23,18.54,17.72,19.63,17.72,14.88,1886.4,199.3,60.5,37.9,60.5,56.7,65.0,74.0,76.0,50.0,76.0,69.0,98.98734177215218,99.62365591397851,100.0,99.24528301886791,100.0,97.4257425742574,67.8396833737344,210.06971583698194,171.50000000000006,40.95750249252244,171.50000000000006,33.6722306525038,97.69203977754633,99.01422531083907,99.09276331892606,95.63049514390272,99.09276331892606,96.16565800523217,4.347059182739631,4.275132781387174,4.328375223851945,4.196838908957932,4.328375223851945,4.115709235370154,160,15,4,5,4,6,4294,454,128,67,128,116,21018,2342,645,373,645,572,3.7261294829995344,3.303964757709251,3.125,7.462686567164178,3.125,5.172413793103448,20.43010752688172,19.385140905209223,19.844961240310077,17.962466487935657,19.844961240310077,20.27972027972028
12.16,21.03,19.86,23.38,19.86,17.54,1646.5,281.7,65.3,23.2,65.3,58.3,68.0,82.0,85.0,20.5,85.0,78.0,98.5956112852668,99.55307262569835,99.08256880733943,97.89473684210527,99.08256880733943,99.3939393939394,61.14327880244617,259.5810010764263,188.17473684210523,49.37333333333333,188.17473684210523,59.28488372093024,97.09222631510963,99.02441262417724,99.06540734948756,95.69734613212911,99.06540734948756,96.76559980384248,4.279138969438262,4.297905875858198,4.275601236593867,4.206094302640547,4.275601236593867,4.2544035374743485,130,30,5,1,5,5,3708,625,127,25,127,113,16334,3541,720,162,720,613,3.505933117583603,4.8,3.937007874015748,4.0,3.937007874015748,4.424778761061947,22.701114240235093,17.65038124823496,17.63888888888889,15.432098765432098,17.63888888888889,18.43393148450245
15.58,19.0,22.01,19.1,22.01,18.65,2127.7,140.3,62.0,26.1,62.0,61.1,63.0,83.0,86.0,31.5,86.0,78.0,99.06094379890952,99.46153846153847,100.0,99.35483870967742,100.0,99.23076923076923,72.1293971682966,154.10667103258064,159.39368421052632,57.166666666666686,159.39368421052632,77.79727576542494,97.70001174256406,98.63314415462732,98.86625681853806,97.09511077158224,98.86625681853806,97.82445669106046,4.280927087814021,4.242692290051158,4.210549636878494,4.2388941901928465,4.210549636878494,4.186657461500477,145,12,4,2,4,5,4754,297,115,40,115,116,23580,1626,694,223,694,655,3.0500631047538915,4.040404040404041,3.4782608695652173,5.0,3.4782608695652173,4.310344827586207,20.161153519932146,18.265682656826566,16.570605187319885,17.937219730941703,16.570605187319885,17.709923664122137
13.55,20.62,20.5,26.06,20.5,21.31,1318.0,579.9,61.9,28.9,61.9,59.8,59.0,81.0,85.0,24.0,85.0,80.0,99.40548780487813,99.41901408450698,99.01960784313724,98.46153846153847,99.01960784313724,98.76288659793812,122.76352697786128,207.2444936795708,209.73866666666672,84.00000000000003,209.73866666666672,37.13881636205396,98.24185574691971,98.7729910760296,99.15185951225052,98.62068965517278,99.15185951225052,93.15264318352926,4.196662369763483,4.289207537410494,4.274780487970853,4.3088143469320785,4.274780487970853,4.196076133432657,120,66,5,2,5,4,2930,1315,120,34,120,109,13642,7343,684,225,684,659,4.09556313993174,5.019011406844107,4.166666666666666,5.88235294117647,4.166666666666666,3.669724770642202,21.47778918047207,17.90821190249217,17.543859649122805,15.11111111111111,17.543859649122805,16.5402124430956
14.71,19.35,19.23,20.44,19.23,20.27,2194.6,120.7,63.3,36.5,63.3,59.4,57.0,78.0,79.0,45.0,79.0,84.0,98.79730671000745,98.9090909090909,98.11320754716981,98.77551020408164,98.11320754716981,98.51063829787233,77.06223860901846,137.47260543949545,121.00000000000001,157.30400000000006,121.00000000000001,75.26218097447796,96.79177242835179,98.46601858444609,98.52442034343066,99.27431059506708,98.52442034343066,97.46360287803398,4.209485536045879,4.237386172947916,4.189118420930697,4.371274742138085,4.189118420930697,4.338967771539194,200,10,4,2,4,7,4984,254,123,62,123,118,23698,1397,689,355,689,651,4.012841091492777,3.937007874015748,3.2520325203252036,3.225806451612903,3.2520325203252036,5.932203389830509,21.031310659127353,18.181818181818183,17.851959361393323,17.464788732394364,17.851959361393323,18.125960061443934
14.48,20.68,20.15,17.07,20.15,18.07,353.7,180.2,65.0,33.0,65.0,56.9,59.0,79.0,82.0,41.5,82.0,76.0,99.0420899854862,99.58702064896757,100.0,98.75000000000001,100.0,99.57894736842104,112.55069252077563,224.01674641148327,188.17473684210523,108.16000000000004,188.17473684210523,52.71123417721519,97.8377321450045,98.77957234460956,99.06540734948757,98.80241327300241,99.06540734948757,97.6352583158264,4.202484127237852,4.29947152339911,4.292559654962308,4.292053798067975,4.292559654962308,4.27129502557556,42,18,6,3,6,6,779,381,126,61,126,112,3737,2196,719,315,719,601,5.391527599486521,4.724409448818897,4.761904761904762,4.918032786885246,4.761904761904762,5.357142857142857,20.845598073320843,17.349726775956285,17.524339360222534,19.365079365079367,17.524339360222534,18.63560732113145
